item,tem_erro,onde,dificuldade_percebida,decisao,por_que
Q007,,,,
Q024,,,,
Q073,,,,
Q065,,,,
Q084,,,,
Q017,,,,
Q087,,,,
Q054,,,,
Q026,,,,
Q014,,,,
Q015,,,,
Q056,,,,
Q075,,,,
Q034,,,,
Q002,,,,
Q078,,,,
Q047,,,,
Q022,,,,
Q040,,,,
Q049,,,,
Q088,,,,
