item,tem_erro,onde,dificuldade_percebida,decisao,por_que
Q012,,,,
Q003,,,,
Q020,,,,
Q045,,,,
Q061,,,,
Q053,,,,
Q037,,,,
Q007,,,,
Q071,,,,
Q052,,,,
Q042,,,,
Q025,,,,
Q034,,,,
Q004,,,,
Q087,,,,
Q077,,,,
Q024,,,,
Q039,,,,
Q065,,,,
Q015,,,,
Q085,,,,
Q086,,,,
